timestamp,epoch,interval,dstFlag,prc
2025-08-20 00:06:53-0500,1755666413000,00:06:53,N,8597
2025-08-20 00:07:05-0500,1755666425000,00:07:05,N,8601
2025-08-20 00:07:13-0500,1755666433000,00:07:13,N,8588
2025-08-20 00:07:25-0500,1755666445000,00:07:25,N,8593
2025-08-20 00:07:33-0500,1755666453000,00:07:33,N,8580
2025-08-20 00:07:45-0500,1755666465000,00:07:45,N,8591
2025-08-20 00:07:53-0500,1755666473000,00:07:53,N,8591
2025-08-20 00:08:05-0500,1755666485000,00:08:05,N,8603
2025-08-20 00:08:13-0500,1755666493000,00:08:13,N,8590
2025-08-20 00:08:25-0500,1755666505000,00:08:25,N,8590
2025-08-20 00:08:33-0500,1755666513000,00:08:33,N,8583
2025-08-20 00:08:45-0500,1755666525000,00:08:45,N,8584
2025-08-20 00:08:53-0500,1755666533000,00:08:53,N,8584
2025-08-20 00:09:05-0500,1755666545000,00:09:05,N,8578
2025-08-20 00:09:13-0500,1755666553000,00:09:13,N,8568
2025-08-20 00:09:25-0500,1755666565000,00:09:25,N,8655
2025-08-20 00:09:33-0500,1755666573000,00:09:33,N,8644
2025-08-20 00:09:45-0500,1755666585000,00:09:45,N,8632
2025-08-20 00:09:53-0500,1755666593000,00:09:53,N,8632
2025-08-20 00:10:05-0500,1755666605000,00:10:05,N,8637
2025-08-20 00:10:13-0500,1755666613000,00:10:13,N,8650
2025-08-20 00:10:25-0500,1755666625000,00:10:25,N,8654
2025-08-20 00:10:33-0500,1755666633000,00:10:33,N,8695
2025-08-20 00:10:45-0500,1755666645000,00:10:45,N,8702
2025-08-20 00:10:53-0500,1755666653000,00:10:53,N,8699
2025-08-20 00:11:05-0500,1755666665000,00:11:05,N,8696
2025-08-20 00:11:13-0500,1755666673000,00:11:13,N,8696
2025-08-20 00:11:25-0500,1755666685000,00:11:25,N,8671
2025-08-20 00:11:33-0500,1755666693000,00:11:33,N,8674
2025-08-20 00:11:45-0500,1755666705000,00:11:45,N,8670
2025-08-20 00:11:53-0500,1755666713000,00:11:53,N,8672
2025-08-20 00:12:05-0500,1755666725000,00:12:05,N,8673
2025-08-20 00:12:13-0500,1755666733000,00:12:13,N,8673
2025-08-20 00:12:25-0500,1755666745000,00:12:25,N,8681
2025-08-20 00:12:33-0500,1755666753000,00:12:33,N,8682
2025-08-20 00:12:45-0500,1755666765000,00:12:45,N,8683
2025-08-20 00:12:53-0500,1755666773000,00:12:53,N,8704
2025-08-20 00:13:05-0500,1755666785000,00:13:05,N,8690
2025-08-20 00:13:13-0500,1755666793000,00:13:13,N,8690
2025-08-20 00:13:25-0500,1755666805000,00:13:25,N,8687
2025-08-20 00:13:33-0500,1755666813000,00:13:33,N,8678
2025-08-20 00:13:45-0500,1755666825000,00:13:45,N,8683
2025-08-20 00:13:53-0500,1755666833000,00:13:53,N,8669
2025-08-20 00:14:05-0500,1755666845000,00:14:05,N,8670
2025-08-20 00:14:13-0500,1755666853000,00:14:13,N,8670
2025-08-20 00:14:25-0500,1755666865000,00:14:25,N,8658
2025-08-20 00:14:33-0500,1755666873000,00:14:33,N,8645
2025-08-20 00:14:45-0500,1755666885000,00:14:45,N,8629
2025-08-20 00:14:53-0500,1755666893000,00:14:53,N,8630
2025-08-20 00:15:05-0500,1755666905000,00:15:05,N,8625
2025-08-20 00:15:13-0500,1755666913000,00:15:13,N,8625
2025-08-20 00:15:25-0500,1755666925000,00:15:25,N,8608
2025-08-20 00:15:33-0500,1755666933000,00:15:33,N,8586
2025-08-20 00:15:45-0500,1755666945000,00:15:45,N,8566
2025-08-20 00:15:53-0500,1755666953000,00:15:53,N,8566
2025-08-20 00:16:05-0500,1755666965000,00:16:05,N,8550
2025-08-20 00:16:13-0500,1755666973000,00:16:13,N,8577
2025-08-20 00:16:25-0500,1755666985000,00:16:25,N,8586
2025-08-20 00:16:33-0500,1755666993000,00:16:33,N,8591
2025-08-20 00:16:45-0500,1755667005000,00:16:45,N,8605
2025-08-20 00:16:53-0500,1755667013000,00:16:53,N,8605
2025-08-20 00:17:05-0500,1755667025000,00:17:05,N,8620
2025-08-20 00:17:13-0500,1755667033000,00:17:13,N,8605
2025-08-20 00:17:25-0500,1755667045000,00:17:25,N,8604
2025-08-20 00:17:33-0500,1755667053000,00:17:33,N,8594
2025-08-20 00:17:45-0500,1755667065000,00:17:45,N,8590
2025-08-20 00:17:53-0500,1755667073000,00:17:53,N,8590
2025-08-20 00:18:05-0500,1755667085000,00:18:05,N,8574
2025-08-20 00:18:13-0500,1755667093000,00:18:13,N,8574
2025-08-20 00:18:25-0500,1755667105000,00:18:25,N,8569
2025-08-20 00:18:33-0500,1755667113000,00:18:33,N,8555
2025-08-20 00:18:45-0500,1755667125000,00:18:45,N,8544
2025-08-20 00:18:53-0500,1755667133000,00:18:53,N,8544
2025-08-20 00:19:05-0500,1755667145000,00:19:05,N,8511
2025-08-20 00:19:13-0500,1755667153000,00:19:13,N,8509
2025-08-20 00:19:25-0500,1755667165000,00:19:25,N,8497
2025-08-20 00:19:33-0500,1755667173000,00:19:33,N,8484
2025-08-20 00:19:45-0500,1755667185000,00:19:45,N,8472
2025-08-20 00:19:53-0500,1755667193000,00:19:53,N,8472
2025-08-20 00:20:05-0500,1755667205000,00:20:05,N,8465
2025-08-20 00:20:13-0500,1755667213000,00:20:13,N,8470
2025-08-20 00:20:25-0500,1755667225000,00:20:25,N,8470
2025-08-20 00:20:33-0500,1755667233000,00:20:33,N,8475
2025-08-20 00:20:45-0500,1755667245000,00:20:45,N,8460
2025-08-20 00:20:53-0500,1755667253000,00:20:53,N,8466
2025-08-20 00:21:05-0500,1755667265000,00:21:05,N,8481
2025-08-20 00:21:13-0500,1755667273000,00:21:13,N,8481
2025-08-20 00:21:25-0500,1755667285000,00:21:25,N,8474
2025-08-20 00:21:33-0500,1755667293000,00:21:33,N,8486
2025-08-20 00:21:45-0500,1755667305000,00:21:45,N,8487
2025-08-20 00:21:53-0500,1755667313000,00:21:53,N,8493
2025-08-20 00:22:05-0500,1755667325000,00:22:05,N,8499
2025-08-20 00:22:13-0500,1755667333000,00:22:13,N,8499
2025-08-20 00:22:25-0500,1755667345000,00:22:25,N,8509
2025-08-20 00:22:33-0500,1755667353000,00:22:33,N,8505
2025-08-20 00:22:45-0500,1755667365000,00:22:45,N,8485
2025-08-20 00:22:53-0500,1755667373000,00:22:53,N,8487
2025-08-20 00:23:05-0500,1755667385000,00:23:05,N,8483
2025-08-20 00:23:13-0500,1755667393000,00:23:13,N,8483
2025-08-20 00:23:25-0500,1755667405000,00:23:25,N,8488
2025-08-20 00:23:33-0500,1755667413000,00:23:33,N,8485
2025-08-20 00:23:45-0500,1755667425000,00:23:45,N,8500
2025-08-20 00:23:53-0500,1755667433000,00:23:53,N,8503
2025-08-20 00:24:05-0500,1755667445000,00:24:05,N,8498
2025-08-20 00:24:13-0500,1755667453000,00:24:13,N,8498
2025-08-20 00:24:25-0500,1755667465000,00:24:25,N,8504
2025-08-20 00:24:33-0500,1755667473000,00:24:33,N,8479
2025-08-20 00:24:45-0500,1755667485000,00:24:45,N,8547
2025-08-20 00:24:53-0500,1755667493000,00:24:53,N,8556
2025-08-20 00:25:05-0500,1755667505000,00:25:05,N,8550
2025-08-20 00:25:13-0500,1755667513000,00:25:13,N,8554
2025-08-20 00:25:25-0500,1755667525000,00:25:25,N,8546
2025-08-20 00:25:33-0500,1755667533000,00:25:33,N,8551
2025-08-20 00:25:45-0500,1755667545000,00:25:45,N,8546
2025-08-20 00:25:53-0500,1755667553000,00:25:53,N,8545
2025-08-20 00:26:05-0500,1755667565000,00:26:05,N,8568
2025-08-20 00:26:13-0500,1755667573000,00:26:13,N,8568
2025-08-20 00:26:25-0500,1755667585000,00:26:25,N,8571
2025-08-20 00:26:33-0500,1755667593000,00:26:33,N,8547
2025-08-20 00:26:45-0500,1755667605000,00:26:45,N,8533
2025-08-20 00:26:53-0500,1755667613000,00:26:53,N,8545
2025-08-20 00:27:05-0500,1755667625000,00:27:05,N,8543
2025-08-20 00:27:13-0500,1755667633000,00:27:13,N,8543
2025-08-20 00:27:25-0500,1755667645000,00:27:25,N,8524
2025-08-20 00:27:33-0500,1755667653000,00:27:33,N,8519
2025-08-20 00:27:45-0500,1755667665000,00:27:45,N,8530
2025-08-20 00:27:53-0500,1755667673000,00:27:53,N,8526
2025-08-20 00:28:05-0500,1755667685000,00:28:05,N,8534
2025-08-20 00:28:13-0500,1755667693000,00:28:13,N,8534
2025-08-20 00:28:25-0500,1755667705000,00:28:25,N,8539
2025-08-20 00:28:33-0500,1755667713000,00:28:33,N,8532
2025-08-20 00:28:45-0500,1755667725000,00:28:45,N,8537
2025-08-20 00:28:53-0500,1755667733000,00:28:53,N,8699
2025-08-20 00:29:05-0500,1755667745000,00:29:05,N,8705
2025-08-20 00:29:13-0500,1755667753000,00:29:13,N,8705
2025-08-20 00:29:25-0500,1755667765000,00:29:25,N,8716
2025-08-20 00:29:33-0500,1755667773000,00:29:33,N,8723
2025-08-20 00:29:45-0500,1755667785000,00:29:45,N,8738
2025-08-20 00:29:53-0500,1755667793000,00:29:53,N,8727
2025-08-20 00:30:05-0500,1755667805000,00:30:05,N,8716
2025-08-20 00:30:13-0500,1755667813000,00:30:13,N,8716
2025-08-20 00:30:25-0500,1755667825000,00:30:25,N,8732
2025-08-20 00:30:33-0500,1755667833000,00:30:33,N,8739
2025-08-20 00:30:45-0500,1755667845000,00:30:45,N,8736
2025-08-20 00:30:53-0500,1755667853000,00:30:53,N,8736
2025-08-20 00:31:05-0500,1755667865000,00:31:05,N,8736
2025-08-20 00:31:13-0500,1755667873000,00:31:13,N,8735
2025-08-20 00:31:25-0500,1755667885000,00:31:25,N,8722
2025-08-20 00:31:33-0500,1755667893000,00:31:33,N,8709
2025-08-20 00:31:45-0500,1755667905000,00:31:45,N,8717
2025-08-20 00:31:53-0500,1755667913000,00:31:53,N,8717
2025-08-20 00:32:05-0500,1755667925000,00:32:05,N,8709
2025-08-20 00:32:13-0500,1755667933000,00:32:13,N,8686
2025-08-20 00:32:25-0500,1755667945000,00:32:25,N,8673
2025-08-20 00:32:33-0500,1755667953000,00:32:33,N,8675
2025-08-20 00:32:45-0500,1755667965000,00:32:45,N,8674
2025-08-20 00:32:53-0500,1755667973000,00:32:53,N,8674
2025-08-20 00:33:05-0500,1755667985000,00:33:05,N,8661
2025-08-20 00:33:13-0500,1755667993000,00:33:13,N,8662
2025-08-20 00:33:25-0500,1755668005000,00:33:25,N,8665
2025-08-20 00:33:33-0500,1755668013000,00:33:33,N,8687
2025-08-20 00:33:45-0500,1755668025000,00:33:45,N,8677
2025-08-20 00:33:53-0500,1755668033000,00:33:53,N,8677
2025-08-20 00:34:05-0500,1755668045000,00:34:05,N,8679
2025-08-20 00:34:13-0500,1755668053000,00:34:13,N,8672
2025-08-20 00:34:25-0500,1755668065000,00:34:25,N,8679
2025-08-20 00:34:33-0500,1755668073000,00:34:33,N,8686
2025-08-20 00:34:45-0500,1755668085000,00:34:45,N,8673
2025-08-20 00:34:53-0500,1755668093000,00:34:53,N,8673
2025-08-20 00:35:05-0500,1755668105000,00:35:05,N,8672
2025-08-20 00:35:13-0500,1755668113000,00:35:13,N,8671
2025-08-20 00:35:25-0500,1755668125000,00:35:25,N,8670
2025-08-20 00:35:33-0500,1755668133000,00:35:33,N,8676
2025-08-20 00:35:45-0500,1755668145000,00:35:45,N,8700
2025-08-20 00:35:53-0500,1755668153000,00:35:53,N,8700
2025-08-20 00:36:05-0500,1755668165000,00:36:05,N,8709
2025-08-20 00:36:13-0500,1755668173000,00:36:13,N,8735
2025-08-20 00:36:25-0500,1755668185000,00:36:25,N,8758
2025-08-20 00:36:33-0500,1755668193000,00:36:33,N,8762
2025-08-20 00:36:45-0500,1755668205000,00:36:45,N,8775
2025-08-20 00:36:53-0500,1755668213000,00:36:53,N,8775
2025-08-20 00:37:05-0500,1755668225000,00:37:05,N,8740
2025-08-20 00:37:13-0500,1755668233000,00:37:13,N,8745
2025-08-20 00:37:25-0500,1755668245000,00:37:25,N,8750
2025-08-20 00:37:33-0500,1755668253000,00:37:33,N,8749
2025-08-20 00:37:45-0500,1755668265000,00:37:45,N,8763
2025-08-20 00:37:53-0500,1755668273000,00:37:53,N,8763
2025-08-20 00:38:05-0500,1755668285000,00:38:05,N,8758
2025-08-20 00:38:13-0500,1755668293000,00:38:13,N,8782
2025-08-20 00:38:25-0500,1755668305000,00:38:25,N,8796
2025-08-20 00:38:33-0500,1755668313000,00:38:33,N,8777
2025-08-20 00:38:45-0500,1755668325000,00:38:45,N,8778
2025-08-20 00:38:53-0500,1755668333000,00:38:53,N,8778
2025-08-20 00:39:05-0500,1755668345000,00:39:05,N,8818
2025-08-20 00:39:13-0500,1755668353000,00:39:13,N,8825
2025-08-20 00:39:25-0500,1755668365000,00:39:25,N,8805
2025-08-20 00:39:33-0500,1755668373000,00:39:33,N,8804
2025-08-20 00:39:45-0500,1755668385000,00:39:45,N,8799
2025-08-20 00:39:53-0500,1755668393000,00:39:53,N,8799
2025-08-20 00:40:05-0500,1755668405000,00:40:05,N,8795
2025-08-20 00:40:13-0500,1755668413000,00:40:13,N,8788
2025-08-20 00:40:25-0500,1755668425000,00:40:25,N,8788
2025-08-20 00:40:33-0500,1755668433000,00:40:33,N,8784
2025-08-20 00:40:45-0500,1755668445000,00:40:45,N,8783
2025-08-20 00:40:53-0500,1755668453000,00:40:53,N,8797
2025-08-20 00:41:05-0500,1755668465000,00:41:05,N,8812
2025-08-20 00:41:13-0500,1755668473000,00:41:13,N,8812
2025-08-20 00:41:25-0500,1755668485000,00:41:25,N,8810
2025-08-20 00:41:33-0500,1755668493000,00:41:33,N,8811
2025-08-20 00:41:45-0500,1755668505000,00:41:45,N,8816
2025-08-20 00:41:53-0500,1755668513000,00:41:53,N,8824
2025-08-20 00:42:05-0500,1755668525000,00:42:05,N,8827
2025-08-20 00:42:13-0500,1755668533000,00:42:13,N,8827
2025-08-20 00:42:25-0500,1755668545000,00:42:25,N,8823
2025-08-20 00:42:33-0500,1755668553000,00:42:33,N,8830
2025-08-20 00:42:45-0500,1755668565000,00:42:45,N,8820
2025-08-20 00:42:53-0500,1755668573000,00:42:53,N,8810
2025-08-20 00:43:05-0500,1755668585000,00:43:05,N,8815
2025-08-20 00:43:13-0500,1755668593000,00:43:13,N,8815
2025-08-20 00:43:25-0500,1755668605000,00:43:25,N,8821
2025-08-20 00:43:33-0500,1755668613000,00:43:33,N,8818
2025-08-20 00:43:45-0500,1755668625000,00:43:45,N,8807
2025-08-20 00:43:53-0500,1755668633000,00:43:53,N,8804
2025-08-20 00:44:05-0500,1755668645000,00:44:05,N,8802
2025-08-20 00:44:13-0500,1755668653000,00:44:13,N,8802
2025-08-20 00:44:25-0500,1755668665000,00:44:25,N,8796
2025-08-20 00:44:33-0500,1755668673000,00:44:33,N,8795
2025-08-20 00:44:45-0500,1755668685000,00:44:45,N,8782
2025-08-20 00:44:53-0500,1755668693000,00:44:53,N,8781
2025-08-20 00:45:05-0500,1755668705000,00:45:05,N,8788
2025-08-20 00:45:13-0500,1755668713000,00:45:13,N,8788
2025-08-20 00:45:25-0500,1755668725000,00:45:25,N,8787
2025-08-20 00:45:33-0500,1755668733000,00:45:33,N,8784
2025-08-20 00:45:45-0500,1755668745000,00:45:45,N,8781
2025-08-20 00:45:53-0500,1755668753000,00:45:53,N,8781
2025-08-20 00:46:05-0500,1755668765000,00:46:05,N,8789
2025-08-20 00:46:13-0500,1755668773000,00:46:13,N,8810
2025-08-20 00:46:25-0500,1755668785000,00:46:25,N,8829
2025-08-20 00:46:33-0500,1755668793000,00:46:33,N,8841
2025-08-20 00:46:45-0500,1755668805000,00:46:45,N,8843
2025-08-20 00:46:53-0500,1755668813000,00:46:53,N,8843
2025-08-20 00:47:05-0500,1755668825000,00:47:05,N,8848
2025-08-20 00:47:13-0500,1755668833000,00:47:13,N,8848
2025-08-20 00:47:25-0500,1755668845000,00:47:25,N,8850
2025-08-20 00:47:33-0500,1755668853000,00:47:33,N,8855
2025-08-20 00:47:45-0500,1755668865000,00:47:45,N,8759
2025-08-20 00:47:53-0500,1755668873000,00:47:53,N,8759
2025-08-20 00:48:05-0500,1755668885000,00:48:05,N,8767
2025-08-20 00:48:13-0500,1755668893000,00:48:13,N,8787
2025-08-20 00:48:25-0500,1755668905000,00:48:25,N,8785
2025-08-20 00:48:33-0500,1755668913000,00:48:33,N,8789
2025-08-20 00:48:45-0500,1755668925000,00:48:45,N,8788
2025-08-20 00:48:53-0500,1755668933000,00:48:53,N,8788
2025-08-20 00:49:05-0500,1755668945000,00:49:05,N,8776
2025-08-20 00:49:13-0500,1755668953000,00:49:13,N,8773
2025-08-20 00:49:25-0500,1755668965000,00:49:25,N,8763
2025-08-20 00:49:33-0500,1755668973000,00:49:33,N,8772
2025-08-20 00:49:45-0500,1755668985000,00:49:45,N,8792
2025-08-20 00:49:53-0500,1755668993000,00:49:53,N,8792
2025-08-20 00:50:05-0500,1755669005000,00:50:05,N,8798
2025-08-20 00:50:13-0500,1755669013000,00:50:13,N,8790
2025-08-20 00:50:25-0500,1755669025000,00:50:25,N,8780
2025-08-20 00:50:33-0500,1755669033000,00:50:33,N,8781
2025-08-20 00:50:45-0500,1755669045000,00:50:45,N,8774
2025-08-20 00:50:53-0500,1755669053000,00:50:53,N,8768
2025-08-20 00:51:05-0500,1755669065000,00:51:05,N,8784
2025-08-20 00:51:13-0500,1755669073000,00:51:13,N,8784
2025-08-20 00:51:25-0500,1755669085000,00:51:25,N,8786
2025-08-20 00:51:33-0500,1755669093000,00:51:33,N,8789
2025-08-20 00:51:45-0500,1755669105000,00:51:45,N,8789
2025-08-20 00:51:53-0500,1755669113000,00:51:53,N,8798
2025-08-20 00:52:05-0500,1755669125000,00:52:05,N,8797
2025-08-20 00:52:13-0500,1755669133000,00:52:13,N,8797
2025-08-20 00:52:25-0500,1755669145000,00:52:25,N,8797
2025-08-20 00:52:33-0500,1755669153000,00:52:33,N,8804
2025-08-20 00:52:45-0500,1755669165000,00:52:45,N,8803
2025-08-20 00:52:53-0500,1755669173000,00:52:53,N,8806
2025-08-20 00:53:05-0500,1755669185000,00:53:05,N,8832
2025-08-20 00:53:13-0500,1755669193000,00:53:13,N,8832
2025-08-20 00:53:25-0500,1755669205000,00:53:25,N,8858
2025-08-20 00:53:33-0500,1755669213000,00:53:33,N,8889
2025-08-20 00:53:45-0500,1755669225000,00:53:45,N,8882
2025-08-20 00:53:53-0500,1755669233000,00:53:53,N,8881
2025-08-20 00:54:05-0500,1755669245000,00:54:05,N,8865
2025-08-20 00:54:13-0500,1755669253000,00:54:13,N,8865
2025-08-20 00:54:25-0500,1755669265000,00:54:25,N,8872
2025-08-20 00:54:33-0500,1755669273000,00:54:33,N,8864
2025-08-20 00:54:45-0500,1755669285000,00:54:45,N,8876
2025-08-20 00:54:53-0500,1755669293000,00:54:53,N,8870
2025-08-20 00:55:05-0500,1755669305000,00:55:05,N,8866
2025-08-20 00:55:13-0500,1755669313000,00:55:13,N,8866
2025-08-20 00:55:25-0500,1755669325000,00:55:25,N,8860
2025-08-20 00:55:33-0500,1755669333000,00:55:33,N,8942
2025-08-20 00:55:45-0500,1755669345000,00:55:45,N,8943
2025-08-20 00:55:53-0500,1755669353000,00:55:53,N,8943
2025-08-20 00:56:05-0500,1755669365000,00:56:05,N,8961
2025-08-20 00:56:13-0500,1755669373000,00:56:13,N,8964
2025-08-20 00:56:25-0500,1755669385000,00:56:25,N,8973
2025-08-20 00:56:33-0500,1755669393000,00:56:33,N,8970
2025-08-20 00:56:45-0500,1755669405000,00:56:45,N,8983
2025-08-20 00:56:53-0500,1755669413000,00:56:53,N,8983
2025-08-20 00:57:05-0500,1755669425000,00:57:05,N,8981
2025-08-20 00:57:13-0500,1755669433000,00:57:13,N,8985
2025-08-20 00:57:25-0500,1755669445000,00:57:25,N,8993
2025-08-20 00:57:33-0500,1755669453000,00:57:33,N,9066
2025-08-20 00:57:45-0500,1755669465000,00:57:45,N,9068
2025-08-20 00:57:53-0500,1755669473000,00:57:53,N,9068
2025-08-20 00:58:05-0500,1755669485000,00:58:05,N,9059
2025-08-20 00:58:13-0500,1755669493000,00:58:13,N,9054
2025-08-20 00:58:25-0500,1755669505000,00:58:25,N,9057
2025-08-20 00:58:33-0500,1755669513000,00:58:33,N,9050
2025-08-20 00:58:45-0500,1755669525000,00:58:45,N,9052
2025-08-20 00:58:53-0500,1755669533000,00:58:53,N,9052
2025-08-20 00:59:05-0500,1755669545000,00:59:05,N,9045
2025-08-20 00:59:13-0500,1755669553000,00:59:13,N,9031
2025-08-20 00:59:25-0500,1755669565000,00:59:25,N,9011
2025-08-20 00:59:33-0500,1755669573000,00:59:33,N,8999
2025-08-20 00:59:45-0500,1755669585000,00:59:45,N,8990
2025-08-20 00:59:53-0500,1755669593000,00:59:53,N,8990
2025-08-20 01:00:05-0500,1755669605000,01:00:05,N,9021
2025-08-20 01:00:13-0500,1755669613000,01:00:13,N,9041
2025-08-20 01:00:25-0500,1755669625000,01:00:25,N,8925
2025-08-20 01:00:33-0500,1755669633000,01:00:33,N,8925
2025-08-20 01:00:45-0500,1755669645000,01:00:45,N,8925
2025-08-20 01:00:53-0500,1755669653000,01:00:53,N,8927
2025-08-20 01:01:05-0500,1755669665000,01:01:05,N,8936
2025-08-20 01:01:13-0500,1755669673000,01:01:13,N,8945
2025-08-20 01:01:25-0500,1755669685000,01:01:25,N,8959
2025-08-20 01:01:33-0500,1755669693000,01:01:33,N,8959
2025-08-20 01:01:45-0500,1755669705000,01:01:45,N,8975
2025-08-20 01:01:53-0500,1755669713000,01:01:53,N,9004
2025-08-20 01:02:05-0500,1755669725000,01:02:05,N,9013
2025-08-20 01:02:13-0500,1755669733000,01:02:13,N,9105
2025-08-20 01:02:25-0500,1755669745000,01:02:25,N,9186
2025-08-20 01:02:33-0500,1755669753000,01:02:33,N,9186
2025-08-20 01:02:45-0500,1755669765000,01:02:45,N,9214
2025-08-20 01:02:53-0500,1755669773000,01:02:53,N,9232
2025-08-20 01:03:05-0500,1755669785000,01:03:05,N,9224
2025-08-20 01:03:13-0500,1755669793000,01:03:13,N,9225
2025-08-20 01:03:25-0500,1755669805000,01:03:25,N,9226
2025-08-20 01:03:33-0500,1755669813000,01:03:33,N,9226
2025-08-20 01:03:45-0500,1755669825000,01:03:45,N,9235
2025-08-20 01:03:53-0500,1755669833000,01:03:53,N,9233
2025-08-20 01:04:05-0500,1755669845000,01:04:05,N,9244
2025-08-20 01:04:13-0500,1755669853000,01:04:13,N,9260
2025-08-20 01:04:25-0500,1755669865000,01:04:25,N,9250
2025-08-20 01:04:33-0500,1755669873000,01:04:33,N,9250
2025-08-20 01:04:45-0500,1755669885000,01:04:45,N,9266
2025-08-20 01:04:53-0500,1755669893000,01:04:53,N,9261
2025-08-20 01:05:05-0500,1755669905000,01:05:05,N,9255
2025-08-20 01:05:13-0500,1755669913000,01:05:13,N,9242
2025-08-20 01:05:25-0500,1755669925000,01:05:25,N,9244
2025-08-20 01:05:33-0500,1755669933000,01:05:33,N,9235
2025-08-20 01:05:45-0500,1755669945000,01:05:45,N,9221
2025-08-20 01:05:53-0500,1755669953000,01:05:53,N,9221
2025-08-20 01:06:05-0500,1755669965000,01:06:05,N,9222
2025-08-20 01:06:13-0500,1755669973000,01:06:13,N,9225
2025-08-20 01:06:25-0500,1755669985000,01:06:25,N,9219
2025-08-20 01:06:33-0500,1755669993000,01:06:33,N,9224
2025-08-20 01:06:45-0500,1755670005000,01:06:45,N,9220
2025-08-20 01:06:53-0500,1755670013000,01:06:53,N,9220
2025-08-20 01:07:05-0500,1755670025000,01:07:05,N,9218
2025-08-20 01:07:13-0500,1755670033000,01:07:13,N,9205
2025-08-20 01:07:25-0500,1755670045000,01:07:25,N,9205
2025-08-20 01:07:33-0500,1755670053000,01:07:33,N,9202
2025-08-20 01:07:45-0500,1755670065000,01:07:45,N,9201
2025-08-20 01:07:53-0500,1755670073000,01:07:53,N,9201
2025-08-20 01:08:05-0500,1755670085000,01:08:05,N,9214
2025-08-20 01:08:13-0500,1755670093000,01:08:13,N,9207
2025-08-20 01:08:25-0500,1755670105000,01:08:25,N,9218
2025-08-20 01:08:33-0500,1755670113000,01:08:33,N,9212
2025-08-20 01:08:45-0500,1755670125000,01:08:45,N,9211
2025-08-20 01:08:53-0500,1755670133000,01:08:53,N,9211
2025-08-20 01:09:05-0500,1755670145000,01:09:05,N,9204
2025-08-20 01:09:13-0500,1755670153000,01:09:13,N,9200
2025-08-20 01:09:25-0500,1755670165000,01:09:25,N,9183
2025-08-20 01:09:33-0500,1755670173000,01:09:33,N,9171
2025-08-20 01:09:45-0500,1755670185000,01:09:45,N,9165
2025-08-20 01:09:53-0500,1755670193000,01:09:53,N,9165
2025-08-20 01:10:05-0500,1755670205000,01:10:05,N,9162
2025-08-20 01:10:13-0500,1755670213000,01:10:13,N,9176
